0,1,2,3,4,5,6,7,8
,,,,,,,,Chart 10
,,Shares of Total Seating Capacity by Carrier - 2011,,,,,,
70.0,,,,,,,,
,,,,,,,Winter,Summer
,,,Winter        Summer,,,,,
,,,,,,Sri Lankan A/L,61.6%,64.0%
60.0,,,,,,,,
,,,,,,Emirates,11.3%,5.1%
50.0,,,,,,,,
,,,,,,Qatar A/W,1.8%,2.3%
,,,,,,Cathay Pacific,2.3%,2.6%
40.0,,,,,,,,
,,,,,,Kingfisher,0.7%,0.7%
30.0,,,,,,,,
Share of total seating capacity,,,,,,Mihin Air,1.5%,1.6%
,,,,,,Singapore A/L,1.4%,1.8%
20.0,,,,,,,,
,,,,,,Saudi Arabian A/L,0.9%,1.2%
10.0,,,,,,,,
,,,,,,Air Arabia,1.1%,1.2%
0,,,,,,Air India Express,0.8%,1.0%
Sri Lankan A/LEmirates,Qatar A/WCathay Pacific,Kingfisher,Mihin Air,Singapore A/LSaudi Arabian A/L,Air ArabiaAir India Express,Others Others,16.6%,18.5%
