0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Table 4 (Contd.),,,,,,,,,,,,,,
,,,Februar,,,,,,,,,,,Total (Jan -
No,Country,January,,March,April,May,June,July,August,September,October,November,December,
,,,y,,,,,,,,,,,Dec)
,DOMINICA,6,3,,,,,,,,,,,
48,,,,1,0,0,0,0,0,0,0,0,0,10
,DOMINICAN,3,0,,,,,,,,,,,
49,REPUBLIC,,,1,0,0,0,0,0,0,0,0,0,4
,ECUADOR,19,7,,,,,,,,,,,
50,,,,4,0,0,0,0,0,0,0,0,0,30
,EGYPT,404,400,,,,,,,,,,,
51,,,,152,0,0,0,0,0,0,0,0,0,956
,EL SALVADOR,0,4,,,,,,,,,,,
52,,,,1,0,0,0,0,0,0,0,0,0,5
,EQUATORIAL,0,0,,,,,,,,,,,
53,GUINEA,,,0,0,0,0,0,0,0,0,0,0,0
,ERITREA,2,5,,,,,,,,,,,
54,,,,2,0,0,0,0,0,0,0,0,0,9
,ESTONIA,394,651,,,,,,,,,,,
55,,,,140,0,0,0,0,0,0,0,0,0,"1,185"
,ETHIOPIA,9,21,,,,,,,,,,,
56,,,,6,0,0,0,0,0,0,0,0,0,36
,FIJI,34,49,,,,,,,,,,,
57,,,,3,0,0,0,0,0,0,0,0,0,86
,FINLAND,986,"1,037",,,,,,,,,,,
58,,,,275,0,0,0,0,0,0,0,0,0,"2,298"
,FRANCE,"9,352","11,430",,,,,,,,,,,
59,,,,"4,056",0,0,0,0,0,0,0,0,0,"24,838"
,"GAMBIA, THE",0,1,,,,,,,,,,,
60,,,,1,0,0,0,0,0,0,0,0,0,2
,GABON,1,,,,,,,,,,,,
61,,,,,0,0,0,0,0,0,0,0,0,1
,GEORGIA,102,108,,,,,,,,,,,
62,,,,26,0,0,0,0,0,0,0,0,0,236
,GERMANY,"11,494","16,405",,,,,,,,,,,
63,,,,"6,608",0,0,0,0,0,0,0,0,0,"34,507"
,GHANA,3,5,,,,,,,,,,,
64,,,,1,0,0,0,0,0,0,0,0,0,9
,GREECE,598,618,,,,,,,,,,,
65,,,,357,0,0,0,0,0,0,0,0,0,"1,573"
,GRENADA,3,5,,,,,,,,,,,
66,,,,8,0,0,0,0,0,0,0,0,0,16
,GUATEMALA,6,1,,,,,,,,,,,
67,,,,0,0,0,0,0,0,0,0,0,0,7
,GUINEA,1,0,,,,,,,,,,,
68,,,,0,0,0,0,0,0,0,0,0,0,1
,GUINEA-,0,0,,,,,,,,,,,
69,BISSAU,,,0,0,0,0,0,0,0,0,0,0,0
