0,1,2,3,4,5,6,7,8,9
Chart 16: Distribution of total seating,,,,,,,,,
capacity by carrier (percentage)- 2020,,,,,,,,,
,,,,,,,,,Percentage
60,,,,,,,,,
49.2,,,,,,,,,of Total
50,,,,,,,,,
,,,,,,,,,Seating
,,,,,,,Rank,Air line,
,,,,,,,,,Capacity by
40,,,,,,,,,
,,,,,,,,,Carrier per
30,,,,,,,,,
,,,,,,,,,week
,,,,,,18.4,,,
20,,,,,,,,Sri Lankan,
,7.77.7,,,,,,1,Airlines,49.2
10,3.8,,,,,,,,
,,3.53.2,,,,,,,
,,,1.9,1.7,1.5,1.4,,,
,,,,,,,2,Emirates,7.7
0,,,,,,,,,
,,,,,,,3,Qatar Airways,7.7
,,,,,,,4,Air India,3.8
,,,,,,,5,IndiGo Airlines,3.5
,,Air Lines,,,,,6,Etihad Airways,3.2
,,,,,,,7,Fly Dubai,1.9
,,,,,,,8,Oman Air,1.7
,,,,,,,,Singapore,
,,,,,,,9,Airlines,1.5
,,,,,,,,Rossiya,
,,,,,,,10,Airlines,1.4
,,,,,,,11,Others,18.4
