0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,Total up
No,C,January,February,March,April,May,June,,,Sep,,Nov,Dec,
,ountry,,,,,,,July,Aug,,Oct,,,
,,,,,,,,,,,,,,to Dec
84,Kazakhstan,470,328,972,159,75,96,106,75,91,166,193,"2,399","5,130"
85,Kenya,23,40,51,52,24,35,44,106,40,42,30,126,613
86,Kiribati,0,0,0,0,0,2,0,0,0,0,0,0,2
87,Kosovar,1,0,3,6,9,0,5,2,3,2,3,4,38
88,Kuwait,162,219,101,191,99,183,259,293,147,85,66,150,"1,955"
89,Kyrgyzstan,79,74,83,38,36,30,61,44,37,35,79,238,834
90,"Lao, People's",17,4,16,2,8,7,6,9,13,6,10,10,108
,Democratic Republic,,,,,,,,,,,,,
91,Latvia,171,176,172,59,39,31,31,31,28,99,293,476,"1,606"
92,Lebanon,111,188,206,616,161,279,321,250,292,268,171,484,"3,347"
93,Lesotho,0,0,0,0,0,2,2,0,0,0,0,0,4
94,Liberia,1,0,2,0,0,1,0,0,0,0,1,0,5
95,Libya(Libyan Arab,4,6,1,4,5,3,3,11,6,3,7,4,57
,Jamahir),,,,,,,,,,,,,
96,Liechtenstein,5,6,3,9,10,3,10,2,1,7,8,8,72
97,Lithuania,278,296,360,223,59,77,113,91,113,226,396,490,"2,722"
98,Luxembourg,35,40,39,93,33,14,61,78,35,20,29,62,539
99,Macedonia,9,15,17,28,4,15,13,9,9,29,16,37,201
100,Madagascar,7,7,15,7,9,10,9,8,17,21,13,20,143
101,Malawi,2,2,3,5,4,2,1,1,2,9,7,4,42
102,Malaysia,496,657,676,735,895,779,915,"1,207",924,788,"1,084","1,784","10,940"
103,Maldives,"2,203","1,818","1,774","1,596","2,438","4,080","6,286","2,596","2,287","3,862","2,420","5,968","37,328"
104,Mali,2,0,0,0,1,1,1,2,2,3,2,1,15
105,Malta,45,28,32,33,17,32,39,77,105,42,37,163,650
106,Marshall Islands,0,0,1,1,0,0,0,5,0,0,0,0,7
107,Mauritania,1,0,1,0,0,0,0,0,0,1,1,3,7
108,Mauritius,19,21,28,20,25,29,21,23,29,22,40,194,471
109,Mexico,19,40,80,82,46,34,44,45,119,54,82,147,792
110,Moldova,66,47,56,25,14,17,13,8,14,14,49,89,412
111,Monaco,2,0,5,6,0,1,0,1,4,0,0,4,23
112,Mongolia,2,12,7,20,2,7,11,8,15,18,14,5,121
