0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,Total up
No,C,January,February,March,April,May,June,,,Sep,,Nov,Dec,
,ountry,,,,,,,July,Aug,,Oct,,,
,,,,,,,,,,,,,,to Dec
25,Brazil,101,83,112,208,74,84,69,77,82,94,117,236,"1,337"
26,Brunei Darussalam,0,6,1,2,0,3,5,2,4,1,6,3,33
27,Bulgaria,134,325,283,150,18,16,45,46,60,94,234,555,"1,960"
28,Burkina Faso,0,1,0,1,4,0,0,1,0,2,0,0,9
29,Burundi,0,2,0,0,0,0,1,2,2,2,2,1,12
30,Cambodia,31,57,47,12,75,75,47,9,26,70,42,28,519
31,Cameroon,8,3,0,0,2,2,2,2,1,4,3,1,28
32,Canada,"3,681","3,107","4,066","3,310","3,753","4,509","5,737","4,735","2,426","2,302","2,678","3,640","43,944"
33,Cape Verde,0,0,0,1,0,0,1,0,0,0,0,0,2
34,Chad,0,0,0,0,0,0,0,0,1,0,0,0,1
35,Central African,0,0,0,0,0,0,0,0,0,0,1,1,2
,Republic,,,,,,,,,,,,,
36,Chile,26,45,27,45,33,42,27,28,19,30,31,41,394
37,China,835,"1,535","3,096","5,118","4,173","5,105","10,062","9,262","8,445","6,211","6,673","8,274","68,789"
38,Colombia,36,38,46,56,33,42,22,52,49,30,56,79,539
39,Comoros,3,3,3,3,5,12,16,6,7,1,5,2,66
40,"Congo, The",0,3,1,2,2,3,2,2,2,3,0,1,21
,Democratic Republic,,,,,,,,,,,,,
41,Costa Rica,6,4,8,0,3,7,3,2,5,8,6,10,62
42,Cote Divoire,2,2,0,0,0,1,0,1,0,3,1,0,10
43,Croatia,84,84,91,57,24,23,59,73,48,104,111,172,930
44,Cuba,5,1,12,2,6,2,2,2,1,4,7,6,50
45,Cyprus,51,41,67,81,28,49,112,282,15,59,71,95,951
46,Czech Republic,960,"1,206","1,287",820,259,277,789,525,413,681,"2,373","2,466","12,056"
47,Denmark,"1,081","1,110",895,727,348,680,"1,721",552,472,556,764,"1,440","10,346"
48,Djibouti,0,3,0,1,0,1,2,0,1,1,1,1,11
49,Dominica,8,3,14,4,4,7,6,4,8,4,3,20,85
50,Dominican Republic,2,0,2,2,1,3,1,1,5,6,4,2,29
51,Ecuador,10,6,7,10,6,8,6,4,6,11,12,12,98
52,Egypt,127,241,185,309,164,260,292,239,189,269,344,472,"3,091"
53,El Salvador,3,2,1,8,4,2,5,4,2,1,3,4,39
