0,1,2,3
,Number of,Revenue,
Year,,,
,,,
,Tourists,(In Rs. Mn),Foreign
1990,"124,382",44.7,
1991,"132,641",69.6,
1992,"153,817",102.3,
,,,Number of Visitors
1993,"148,913",149.6,
1994,"168,402",176.1,
1995,"166,661",168.7,
1996,"102,788",121.2,"477,978"
1997,"144,517",186.0,
1998,"165,463",225.0,
1999,"207,398",300.5,
2000,"155,167",276.0,Revenue (in Rs.)
2001,"129,201",222.0,
2002,"131,804",242.8,"3,490,060,010"
2003,"212,521",403.3,
2004,"246,380",543.1,
2005,"110,443",284.7,
2006,"138,232",400.9,
2007,"104,583",279.8,
,,,Domestic
2008,"112,190",307.5,
2009,"109,404",402.8,
2010,"197,947",743.5,
2011,"239,920",998.2,
,,,Number of Visitors
2012,"592,980",1330.7,
2013,"504,699",1727.1,
2014,"627,136",2178.5,
,,,"1,098,624"
2015,"355,370",1236.7,
2016,"905,333",3363.3,
2017,"978,606",3774.4,
2018,"979,171",4199.5,
2019,"730,854","3,288.1",
2020,"185,350",830.6,
,,,Revenue (in Rs.)
2021,"33,390","173,008.1",
2022,,,"81,289,361"
2023,"477,978","3,490,060,010",
