0,1,2,3,4,5,6
Location,,,,,,
,,Number of Foreign,Revenue RS .( 000),Number of,Revenue RS.( 000),Revenue Rs.
,,Tourists,,Domestic Tourists,,(000)
Peradeniya,"211,677",,"528,319,700.00","977,869","112,456,710.00","640,776,410.00"
Hakgala,"14,844",,"36,657,500.00","548,742","63,270,140.00","99,927,640.00"
Gampaha,165,,"1,244,500.00","129,506","17,073,700.00","18,318,200.00"
Mirijjawila,753,,"1,818,000.00","65,416","6,612,940.00","8,430,940.00"
Avissawella,285,,"600,523.00","202,965","23,569,450.00","24,169,973.00"
Ganewattha,5,,11000,631,"78,220.00","89,220.00"
Total,"227,729",,"568,651,223.00","1,925,129","223,061,160.00","791,712,383.00"
