0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,Total up
No,C,January,February,March,April,May,June,,,Sep,,Nov,Dec,
,ountry,,,,,,,July,Aug,,Oct,,,
,,,,,,,,,,,,,,to Dec
113,Montenegro,20,9,6,10,2,1,1,9,2,6,6,4,76
114,Morocco,47,38,58,65,40,86,81,82,49,45,64,134,789
115,Mozambique,5,3,3,0,0,1,7,2,1,7,3,2,34
116,Myanmar,35,36,73,44,90,53,93,355,47,63,138,103,"1,130"
117,Namibia,1,0,0,0,4,1,1,1,2,1,3,3,17
118,Nauru,0,0,0,0,0,5,0,3,0,0,0,0,8
119,Nepal,292,247,295,226,361,374,375,476,593,632,411,468,"4,750"
120,Netherlands,"1,514","1,485","1,573","1,593","1,072","1,258","6,796","3,429","3,177","2,117","2,370","2,672","29,056"
121,New Zealand,394,346,543,627,540,853,734,575,648,561,749,"1,343","7,913"
122,Nicaragua,2,1,0,1,1,1,0,0,3,1,1,1,12
123,Niger,0,2,0,0,1,0,0,1,1,3,0,0,8
124,Nigeria,10,2,3,3,4,15,9,7,6,15,13,6,93
125,Norway,698,567,648,487,344,"1,281","1,643",481,547,394,622,"1,035","8,747"
126,Oman,183,229,63,64,93,212,427,386,74,77,122,108,"2,038"
127,Pakistan,595,724,824,399,580,711,"1,223","1,264","1,391",903,962,"1,168","10,744"
128,Palau,0,0,0,0,0,0,0,2,1,1,0,0,4
129,Palestinian Territories,28,43,25,41,41,65,76,133,40,29,26,43,590
130,Panama,1,4,3,0,1,2,1,0,2,2,3,1,20
131,Papua New Guinea,1,3,2,0,,8,1,2,5,3,0,16,41
132,Paraguay,2,3,2,3,2,2,4,4,0,3,0,0,25
133,Peru,8,10,10,14,6,8,21,10,9,9,20,22,147
134,Philippines,188,262,329,369,300,410,448,468,328,318,296,448,"4,164"
135,Poland,"1,269","1,118","1,507","1,129",616,702,999,"1,029","1,599","1,418","3,343","3,217","17,946"
136,Portugal,230,268,299,486,155,181,282,368,286,304,557,527,"3,943"
137,Qatar,34,46,67,62,25,145,179,134,23,47,27,33,822
138,Romania,316,398,340,315,163,148,172,304,166,299,516,955,"4,092"
139,Russian Federation,"25,254","29,084","25,553","14,656","7,760","7,968","8,009","6,853","7,163","10,629","24,912","29,657","197,498"
140,Rwanda,2,0,1,2,3,3,1,1,0,2,2,7,24
141,Saint Kitts and Nevis,3,10,9,11,7,12,3,12,3,6,8,10,94
142,Saint Lucia,3,0,0,1,0,0,0,1,4,0,2,1,12
