0,1,2,3,4,5,6,7,8,9
,,,Share of Total Seating Capacity by Carrier - 2012,,,,,,
,,,,,,WinterSummer,,,
60.0,,,,,,,,,
,,,,,,,,Winter,Summer
50.0,,,,,,,,,
,,,,,,,Sri Lankan Airline,53.1,54.0
,,,,,,,Emirates,4.1,4.2
40.0,,,,,,,,,
,,,,,,,Qatar Airways,5.4,5.3
,,,,,,,Cathay Pacific,1.6,1.6
30.0,,,,,,,,,
,,,,,,,King Fisher,1.2,1.3
,,,,,,,Mihin Air,0.4,0.5
20.0,,,,,,,,,
,,,,,,,Singapore Air,1.6,1.6
10.0,,,,,,,Saudi Arabian A/L,1.2,1.3
,,,,,,,Air Arabia,1.8,1.6
0.0,,,,,,,Air India Express,1.4,1.3
,,,,,,,Others,,
,mirates,,,,Mihin Air,,Others,27.6,27.0
,,,,Kingfisher,,Air Arabia,,,
,,Q atar A/ W,,,,,,,
Sri Lankan A/L,,,C athay P acific,,Singapore A/L,,,,
,E,,,,S audi Arabian A/L,Air India E xpress,,,
