0,1,2,3,4,5,6,7,8
Table C-2,Relative Importance of,,,,,,,
,,,,,2012  as  against  the  previous  year.  The  highest,,,
,"Market Regions  (2010, 2011 & 2012)",,,,,,,
,,,,,tourist producers namely India and UK claimed 28.9,,,
,,Percentage Share,,,,,,
Market Region,,,,,per  cent  of  the  total  tourist  traffic  to  the  country,,,
,2010,2011,2012,,,,,
,,,,,during the year reviewed.,,,
North America,6.2,6.3,5.9,,,,,
Western Europe,39.0,37.4,37.1,,,,,
,,,,,Germany  has  remained  its  position  as  the  third,,,
Eastern Europe,5.4,6.1,7.2,,,,,
,,,,,major  source  of  tourism  to  the  country  as  in  the,,,
Middle East,5.7,4.2,5.6,,,,,
Asia - South,26.3,28.5,24.6,,previous year claiming 7.1 percentage share of the,,,
Asia - South East,4.9,4.3,5.8,total.,"Further  France,  Australia  and  Maldives",,,
Asia - North East,5.6,6.0,7.4,continued,its,ranking  as,"fourth,",fifth  and  sixth
,,5.1,5.7,,,,,
Australasia,5.1,,,,"positions in 2012 recording shares of 5.6 per cent,",,,
Others,1.8,2.2,0.7,,,,,
,,,,,5.1  per  cent  and  4.7  per  cent  respectively.  USA,,,
World,100.0,100.0,100.0,,,,,
,,,,,which ranked in the eighth in 2011 moved to seventh,,,
Source - Sri Lanka Tourism Development Authority,,,,,,,,
