0,1,2,3,4,5,6,7,8,9
,,Volume & Value of Tourism - 2004 to 2012,,,,,,,
,2004,2005,2006,2007,2008,2009,2010,2011,2012
Tourist Arrivals,"566,202","549,308","559,603","494,008","438,475","447,890","654,476","855,975","1,005,605"
Excursionist Arrivals,"115,095","119,618","128,719","98,432","87,695","89,526","112,497","119,875","126,523"
Official Receipts,,,,,,,,,
Rs. mn.,"42,666.3","36,377.3","42,585.5","42,519.3","37,094.0","40,133.0* 65,018.0**",,"91,926.0","132,427"
US$ mn.,416.0,362.3,410.3,384.4,319.5,349.3*,575.9**,838.9,1038.3*
SDR Units (mn.),298.6,244.6,278.3,250.9,202.1,226.5*,376.9**,530.2,677.7
Receipt per Tourist per day,,,,,,,,,
(in US $),72.2,74.6,83.4,79.1,76.7,81.8,88.0,98.0,103.0
