0,1,2,3,4,5,6,7
Table A-1,World Tourist Arrivals by Regions in,,,,,,
,,,,,,,The relative share of the East Asia and Pacific has
,,Million (2012 to 2014),,,,,
,,,,,,,gradually  increased  in  the  past  four  consecutive
Region,,,,,,,years  from  21.5  per  cent  to  21.6  per  cent  of  the
,2012,2013,2014,,% Change,,
,,,,12/11,13/12,14/13,world tourism share.
Africa,52.2,54.7,56.0,5.2,4.8,2.3,
,,,,,,,B - Tourism Demand - Volume and Value
Americas,162.5,168.1,180.6,4.4,3.5,7.4,
Asia &,233.8,249.8,263.0,6.9,6.8,5.3,
,,,,,,,(B-1) Volume
Pacific,,,,,,,
Europe,539.6,566.3,588.4,3.7,5.0,3.9,
,,,,,,,"Surpassing  all  previous  records,  tourist   arrivals"
Middle East,49.8,48.2,50.3,-5.6,-3.4,4.4,
,,,,,,,"reached to a new milestone of 1,527,153 in 2014"
World,"1,038","1,087","1,138",4.1,4.7,4.7,
,,,,,,,registering  19.8  per  cent increase  compared  to
,Source - World Tourism Organization,,,,,,
,,,,,,,2013.  The  peaceful  environment  of  the  country
