0,1,2,3,4,5,6,7,8
France,"2,784",-,"2,784",248,-,"28,235","1,276",-
Germany,"3,251",-,"3,251",515,-,"40,359","2,238",-
Netherlands,"1,021",-,"1,021",115,-,"9,350",344,-
Switzerland,695,-,695,152,-,"9,708",560,-
Others,18,-,18,2,-,201,19,-
Central/ Eastern,"2,302",-,"2,302",403,-,"107,693","7,728",-
Europe,,,,,,,,
Belarus,46,-,46,7,-,"2,386",88,-
Czech Republic,95,-,95,30,-,"6,263",177,-
Estonia,2,-,2,1,-,771,35,-
Hungary,17,-,17,3,-,"1,791",24,-
Kazakhstan,13,-,13,7,-,"7,657","3,197",-
Lithuania,29,-,29,2,-,"1,682",27,-
Poland,261,-,261,34,-,"13,334",135,-
Romania,117,-,117,20,-,"2,573",66,-
Russia,"1,426",-,"1,426",247,-,"49,747",949,-
